Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-04,,2012-02-29,2012-02-22,2012-02-22,ARV,Adult,SCMS from RDC,Generic,Tablet,60,275,3085.5,11.22,0.19,Yes,5.09,3470.0,36.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-04,,2012-02-29,2012-03-08,2012-03-08,ARV,Adult,SCMS from RDC,Generic,Tablet,60,28168,232667.68,8.26,0.14,Yes,383.9,6025.73,318.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-04,,2012-02-29,2012-03-08,2012-03-08,ARV,Adult,SCMS from RDC,Generic,Tablet,60,2940,7203.0,2.45,0.04,No,11.88,6025.73,318.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,Generic,Tablet,30,30,123.6,4.12,0.14,Yes,0.17,912.36,55.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,Generic,Tablet,30,10,41.2,4.12,0.14,No,0.06,912.36,13.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-10-27,,2012-03-30,2012-02-04,2012-02-04,ARV,Pediatric,SCMS from RDC,Generic,Capsule,90,153,1357.11,8.87,0.1,No,1.9,2522.76,171.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-10-27,,2012-03-30,2012-02-04,2012-02-04,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,55,687.5,12.5,0.05,No,0.96,2522.76,171.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,,2012-03-16,2012-04-03,2012-04-03,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,186,362.7,1.95,0.01,Yes,0.51,1535.56,81.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,,2012-03-16,2012-04-03,2012-04-03,ARV,Adult,SCMS from RDC,Generic,Tablet,30,8,48.64,6.08,0.2,No,0.07,1535.56,81.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,,2012-03-16,2012-03-14,2012-03-14,ARV,Adult,SCMS from RDC,Generic,Tablet,30,53,322.24,6.08,0.2,Yes,0.45,2110.2,220.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,,2012-03-16,2012-04-11,2012-04-11,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,699,1363.05,1.95,0.01,No,1.91,3436.14,324.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,,2012-03-16,2012-03-14,2012-03-14,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,1090,2125.5,1.95,0.01,Yes,2.98,3438.2,512.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,,2012-03-16,2012-03-14,2012-03-14,ARV,Adult,SCMS from RDC,Generic,Tablet,60,1700,11934.0,7.02,0.12,No,16.73,3438.2,512.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,,2012-03-16,2012-03-14,2012-03-14,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,2463,4802.85,1.95,0.01,No,6.73,5636.3,1072.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-06-28,,2012-01-31,2012-02-16,2012-02-16,ARV,Adult,SCMS from RDC,Generic,Tablet,30,17556,106740.48,6.08,0.2,Yes,176.12,4777.08,1373.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,,2012-03-22,2012-03-22,2012-03-22,ARV,Adult,SCMS from RDC,Generic,Tablet,60,67,156.11,2.33,0.04,Yes,0.22,491.42,4.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-25,,2012-03-01,2012-03-01,2012-03-01,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,4448,8673.6,1.95,0.01,Yes,14.31,1102.3,1663.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2011-11-11,,2012-05-21,2012-03-01,2012-03-01,ARV,Adult,SCMS from RDC,Generic,Tablet,60,10350,24115.5,2.33,0.04,Yes,33.81,20548.8,495.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-25,,2012-03-12,2012-02-24,2012-02-24,ARV,Adult,SCMS from RDC,Generic,Tablet,30,8922,149265.06,16.73,0.56,Yes,246.29,4466.99,973.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2011-11-11,,2012-04-16,2012-02-24,2012-02-24,ARV,Adult,SCMS from RDC,Generic,Tablet,30,7140,119452.2,16.73,0.56,Yes,167.47,4646.13,779.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-12-08,,2012-06-20,2012-02-16,2012-02-16,ARV,Adult,SCMS from RDC,Generic,Tablet,60,99995,825958.7,8.26,0.14,Yes,1157.99,25231.96,11636.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-12-08,,2012-06-20,2012-02-16,2012-02-16,ARV,Adult,SCMS from RDC,Generic,Tablet,60,15653,129293.78,8.26,0.14,No,181.27,25231.96,11636.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-12-08,,2012-06-20,2012-02-16,2012-02-16,ARV,Adult,SCMS from RDC,Generic,Tablet,30,91166,375603.92,4.12,0.14,Yes,526.6,25231.96,6073.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-10-27,,2012-03-30,2012-03-19,2012-03-19,ARV,Adult,SCMS from RDC,Generic,Tablet,60,127,1858.01,14.63,0.24,Yes,2.6,211.0,25.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-04,,2012-05-07,2012-05-24,2012-05-24,ARV,Adult,SCMS from RDC,Generic,Tablet,60,20000,224400.0,11.22,0.19,No,370.26,12405.54,26760.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-01-25,,2012-04-26,2012-04-09,2012-04-09,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,180,378.0,2.1,0.01,Yes,0.53,5320.13,327.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-04-26,,2012-04-18,2012-04-10,2012-04-10,ARV,Adult,SCMS from RDC,Generic,Tablet,60,31263,219466.26,7.02,0.12,Yes,362.12,3489.53,1616.0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2011-09-27,,2012-05-15,2012-04-16,2012-04-16,ARV,Adult,SCMS from RDC,Generic,Tablet,60,50000,269000.0,5.38,0.09,Yes,443.85,8510.81,10381.0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2011-10-05,,2012-05-16,2012-03-27,2012-03-27,ARV,Adult,SCMS from RDC,Generic,Tablet,60,71568,787248.0,11.0,0.18,Yes,1298.96,55175.61,11441.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-04,,2012-05-07,2012-05-10,2012-05-10,ARV,Adult,SCMS from RDC,Generic,Tablet,60,100000,1122000.0,11.22,0.19,No,1851.3,19652.22,28088.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-10-04,,2012-04-17,2012-05-07,2012-05-07,ARV,Adult,SCMS from RDC,Generic,Tablet,60,52164,134583.12,2.58,0.04,Yes,222.06,16978.83,12347.0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2011-09-27,,2012-05-15,2012-04-30,2012-04-30,ARV,Adult,SCMS from RDC,Generic,Tablet,60,152458,1219664.0,8.0,0.13,Yes,2012.45,36650.58,28103.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2011-10-19,,2012-08-09,2012-04-17,2012-04-17,ARV,Pediatric,SCMS from RDC,Generic,Capsule,30,1092,2446.08,2.24,0.07,Yes,4.04,805.58,7.0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-22,,2012-05-31,2012-05-16,2012-05-16,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60,15855,39478.95,2.49,0.04,Yes,65.14,4553.1,1380.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-04-09,,2012-05-21,2012-05-16,2012-05-16,ARV,Adult,SCMS from RDC,Generic,Tablet,60,1850,24327.5,13.15,0.22,Yes,34.11,7519.8,630.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-04-04,,2012-06-06,2012-05-08,2012-05-08,ARV,Adult,SCMS from RDC,Generic,Tablet,60,4250,55887.5,13.15,0.22,Yes,78.35,3062.18,437.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2011-11-11,,2012-05-30,2012-05-30,2012-05-30,ARV,Adult,SCMS from RDC,Generic,Tablet,60,9995,131434.25,13.15,0.22,No,184.27,26205.83,6798.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2012-03-16,,2012-07-03,2012-06-28,2012-06-28,ARV,Adult,SCMS from RDC,Generic,Tablet,60,200000,2058000.0,10.29,0.17,No,2885.32,29683.06,53692.0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2012-05-09,,2012-07-04,2012-06-08,2012-06-08,ARV,Adult,SCMS from RDC,Generic,Tablet,60,8333,20332.52,2.44,0.04,Yes,28.51,4358.72,479.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-10-04,,2012-12-11,2012-06-27,2012-06-27,ARV,Adult,SCMS from RDC,Generic,Tablet,60,11574,119096.46,10.29,0.17,No,196.51,5530.11,6990.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-01-30,,2012-07-02,2012-06-15,2012-06-15,ARV,Adult,SCMS from RDC,Generic,Tablet,30,2340,52650.0,22.5,0.75,Yes,73.82,2330.21,263.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-12-08,,2012-06-20,2012-06-03,2012-06-03,ARV,Adult,SCMS from RDC,Generic,Tablet,30,8257,66386.28,8.04,0.27,Yes,93.07,17090.0,814.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2011-12-21,,2012-07-16,2012-06-18,2012-06-18,ARV,Adult,SCMS from RDC,Generic,Tablet,30,4000,22000.0,5.5,0.18,Yes,30.84,2333.91,372.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2011-11-11,,2012-07-16,2012-07-03,2012-07-03,ARV,Adult,SCMS from RDC,Generic,Tablet,60,1200,36000.0,30.0,0.5,Yes,50.47,2394.27,464.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2012-03-16,,2012-08-07,2012-07-24,2012-07-24,ARV,Adult,SCMS from RDC,Generic,Tablet,60,2268,5284.44,2.33,0.04,Yes,7.41,5716.86,741.0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-05-15,,2012-07-11,2012-06-29,2012-06-29,ARV,Adult,SCMS from RDC,Generic,Tablet,120,4001,118749.68,29.68,0.25,Yes,166.49,17102.56,972.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-03-01,,2012-08-02,2012-07-09,2012-07-09,ARV,Adult,SCMS from RDC,Generic,Tablet,30,840,3200.4,3.81,0.13,No,4.49,21347.13,4944.0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2011-12-22,,2012-07-30,2012-07-30,2012-07-30,ARV,Adult,SCMS from RDC,Generic,Tablet,30,190000,2857600.0,15.04,0.5,Yes,4006.36,13914.56,21534.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-05-11,,2012-09-03,2012-07-12,2012-07-12,ARV,Adult,SCMS from RDC,Generic,Tablet,30,35000,193900.0,5.54,0.18,Yes,271.85,14332.0,2657.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2012-03-16,,2012-10-02,2012-08-22,2012-08-22,ARV,Adult,SCMS from RDC,Generic,Tablet,60,24530,172200.6,7.02,0.12,Yes,241.43,6483.81,1380.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2011-11-11,,2012-07-31,2012-07-31,2012-07-31,ARV,Adult,SCMS from RDC,Generic,Tablet,60,20000,196200.0,9.81,0.16,No,275.07,11702.27,11720.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-06-18,,2012-08-16,2012-08-16,2012-08-16,ARV,Adult,SCMS from RDC,Generic,Tablet,30,720,3470.4,4.82,0.16,Yes,4.87,1110.19,49.0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2012-01-31,,2012-08-31,2012-08-22,2012-08-22,ARV,Adult,SCMS from RDC,Generic,Tablet,120,25024,733453.44,29.31,0.24,Yes,1028.3,9601.38,30606.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-03-01,,2012-08-02,2012-07-24,2012-07-24,ARV,Adult,SCMS from RDC,Generic,Tablet,30,1161,6431.94,5.54,0.18,Yes,9.02,16532.5,2566.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-03-01,,2012-08-02,2012-07-24,2012-07-24,ARV,Adult,SCMS from RDC,Generic,Tablet,60,50000,125500.0,2.51,0.04,Yes,175.95,16532.5,14810.0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-06-06,,2012-10-30,2012-10-30,2012-10-30,ARV,Adult,SCMS from RDC,Generic,Tablet,30,39600,219384.0,5.54,0.18,No,307.58,43098.9,8996.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-06-18,,2012-09-28,2012-08-17,2012-08-17,ARV,Adult,SCMS from RDC,Generic,Tablet,60,29880,232466.4,7.78,0.13,Yes,325.92,16152.0,2699.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-03-01,,2012-08-02,2012-07-24,2012-07-24,ARV,Adult,SCMS from RDC,Generic,Tablet,60,79235,198879.85,2.51,0.04,No,278.83,16532.5,14810.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-06-18,,2012-10-03,2012-08-17,2012-08-17,ARV,Adult,SCMS from RDC,Generic,Tablet,60,7300,21535.0,2.95,0.05,Yes,30.19,2719.63,375.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-10-04,,2012-12-11,2012-09-04,2012-09-04,ARV,Adult,SCMS from RDC,Generic,Tablet,60,58074,140539.08,2.42,0.04,Yes,231.89,8832.53,4687.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-10-04,,2012-12-11,2012-09-04,2012-09-04,ARV,Adult,SCMS from RDC,Generic,Tablet,60,7150,21092.5,2.95,0.05,No,34.8,6014.22,7191.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-05-11,,2012-08-31,2012-08-21,2012-08-21,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,33792,65894.4,1.95,0.01,Yes,92.38,72991.45,12605.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-01-30,,2012-09-17,2012-08-27,2012-08-27,ARV,Adult,SCMS from RDC,Generic,Tablet,120,25597,750248.07,29.31,0.24,Yes,1051.85,20786.04,9790.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-05-15,,2013-02-14,2013-02-14,2013-02-14,ARV,Adult,SCMS from RDC,Generic,Tablet,60,6369,43054.44,6.76,0.11,No,60.36,25634.47,3637.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-05-15,,2013-02-14,2013-02-14,2013-02-14,ARV,Adult,SCMS from RDC,Generic,Tablet,30,369,1977.84,5.36,0.18,No,2.77,25634.47,3637.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-05-15,,2013-02-14,2013-02-14,2013-02-14,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,6172,12035.4,1.95,0.01,No,16.87,25634.47,3637.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2012-05-15,,2012-08-31,2012-09-11,2012-09-11,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,100,1250.0,12.5,0.05,Yes,1.75,588.71,37.0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2012-03-08,,2012-09-28,2012-09-07,2012-09-07,ARV,Adult,SCMS from RDC,Generic,Tablet,30,60000,902400.0,15.04,0.5,Yes,1265.16,7317.47,6801.0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,2012-08-13,,2012-09-28,2012-09-11,2012-09-11,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,4000,8400.0,2.1,0.01,Yes,11.78,16840.67,1596.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-08-17,,2012-10-18,2012-10-03,2012-10-03,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,4320,8424.0,1.95,0.01,Yes,11.81,15446.4,1624.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-04-19,,2012-11-30,2012-10-05,2012-10-05,ARV,Adult,SCMS from RDC,Generic,Tablet,30,2832,13650.24,4.82,0.16,Yes,19.14,1984.83,159.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-08-17,,2012-11-30,2012-11-30,2012-11-30,ARV,Adult,SCMS from RDC,Generic,Tablet,60,300,2316.0,7.72,0.13,Yes,3.25,742.98,39.0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2012-05-02,,2012-10-18,2012-10-31,2012-10-31,ARV,Adult,SCMS from RDC,Generic,Tablet,30,152880,2198414.4,14.38,0.48,Yes,3082.18,7134.39,17227.0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-05-09,,2012-10-17,2012-10-11,2012-10-11,ARV,Adult,SCMS from RDC,Generic,Tablet,30,33373,121477.72,3.64,0.12,Yes,170.31,14974.6,2870.0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2012-05-02,,2012-11-30,2012-10-31,2012-10-31,ARV,Adult,SCMS from RDC,Generic,Tablet,120,22920,611964.0,26.7,0.22,Yes,857.97,7134.39,12181.0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2012-02-15,,2012-11-30,2012-11-06,2012-11-06,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60,844,3629.2,4.3,0.07,Yes,5.09,1696.0,466.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2012-05-23,,2012-11-06,2012-11-06,2012-11-06,ARV,Adult,SCMS from RDC,Generic,Tablet,30,41514,222515.04,5.36,0.18,Yes,311.97,15459.09,4052.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2012-05-23,,2012-11-06,2012-11-06,2012-11-06,ARV,Adult,SCMS from RDC,Generic,Tablet,30,31560,418801.2,13.27,0.44,Yes,587.16,15459.09,3856.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2012-05-23,,2012-11-06,2012-11-06,2012-11-06,ARV,Adult,SCMS from RDC,Generic,Tablet,60,11837,153407.52,12.96,0.22,Yes,215.08,15459.09,1319.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2012-05-15,,2012-11-19,2012-11-19,2012-11-19,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60,19733,54463.08,2.76,0.05,No,76.36,6933.75,1875.0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-10-10,,2013-01-03,2012-11-28,2012-11-28,ARV,Adult,SCMS from RDC,Generic,Tablet,30,4938,17974.32,3.64,0.12,Yes,25.2,2154.0,430.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2012-06-28,,2013-01-11,2013-01-11,2013-01-11,ARV,Adult,SCMS from RDC,Generic,Tablet,60,1890,4573.8,2.42,0.04,Yes,6.41,7433.02,4145.0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,2012-10-30,,2012-12-03,2012-11-16,2012-11-16,ARV,Adult,SCMS from RDC,Generic,Tablet,30,19656,71547.84,3.64,0.12,Yes,88.5,18028.41,1679.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2012-05-15,,2012-12-14,2012-12-11,2012-12-11,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60,135933,564121.95,4.15,0.07,No,790.9,9251.8,10118.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2012-05-23,,2012-12-04,2012-12-04,2012-12-04,ARV,Adult,SCMS from RDC,Generic,Tablet,60,187168,1444936.96,7.72,0.13,Yes,2025.8,51090.0,18234.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-04-19,,2012-12-14,2012-11-30,2012-11-30,ARV,Adult,SCMS from RDC,Generic,Tablet,60,90000,694800.0,7.72,0.13,Yes,974.11,38492.46,10611.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2012-05-23,,2012-12-04,2012-12-04,2012-12-04,ARV,Adult,SCMS from RDC,Generic,Tablet,60,204417,1966491.54,9.62,0.16,Yes,2757.02,51090.0,50634.0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-08-30,,2013-02-01,2013-02-01,2013-02-01,ARV,Adult,SCMS from RDC,Generic,Tablet,60,1470,11348.4,7.72,0.13,No,15.91,18337.82,2400.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-04-19,,2013-01-31,2012-01-25,2013-01-25,ARV,Adult,SCMS from RDC,Generic,Tablet,60,9577,92130.74,9.62,0.16,Yes,129.17,24138.35,6889.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2012-09-11,,2012-12-21,2012-12-13,2012-12-13,ARV,Adult,SCMS from RDC,Generic,Tablet,30,252,897.12,3.56,0.12,No,1.26,10075.8,5754.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-12-07,,2013-05-20,2013-05-20,2013-05-20,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,480,6000.0,12.5,0.05,Yes,7.42,2322.47,173.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2012-11-16,,2013-09-11,2013-09-11,2013-09-11,ARV,Adult,SCMS from RDC,Generic,Tablet,120,159,3936.84,24.76,0.21,No,4.87,40434.04,5897.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-08-09,,2013-02-11,2013-02-11,2013-02-11,ARV,Adult,SCMS from RDC,Generic,Tablet,30,98791,1352448.79,13.69,0.46,Yes,1896.13,29780.5,12135.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-08-09,,2013-02-11,2013-02-11,2013-02-11,ARV,Adult,SCMS from RDC,Generic,Tablet,30,7395,29875.8,4.04,0.13,Yes,41.89,29780.5,779.0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-12-13,,2013-02-22,2013-02-28,2013-02-28,ARV,Adult,SCMS from RDC,Generic,Tablet,60,39792,356934.24,8.97,0.15,Yes,441.53,41595.5,4658.0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-12-13,,2013-02-22,2013-02-20,2013-02-20,ARV,Adult,SCMS from RDC,Generic,Tablet,30,24966,88878.96,3.56,0.12,Yes,109.94,28382.05,5391.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2013-01-23,,2013-02-21,2013-02-04,2013-02-04,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,62500,121875.0,1.95,0.01,Yes,150.76,17308.69,23176.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-04-19,,2013-02-28,2013-02-26,2013-02-26,ARV,Adult,SCMS from RDC,Generic,Tablet,30,14406,174456.66,12.11,0.4,Yes,244.59,7690.06,1639.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2012-11-12,,2013-04-01,2013-03-22,2013-03-22,ARV,Adult,SCMS from RDC,Generic,Tablet,60,1820,4204.2,2.31,0.04,No,5.2,7733.77,3591.0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,2013-01-16,,2013-04-09,2013-01-03,2013-01-03,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60,888,1687.2,1.9,0.03,Yes,2.09,1896.49,119.0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,2013-01-16,,2013-04-23,2013-03-14,2013-03-14,ARV,Adult,SCMS from RDC,Generic,Tablet,30,15890,192427.9,12.11,0.4,Yes,238.03,30844.1,1807.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2012-09-11,,2013-03-14,2013-03-14,2013-03-14,ARV,Adult,SCMS from RDC,Generic,Tablet,30,48960,163036.8,3.33,0.11,No,228.58,9405.81,23677.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2012-10-25,,2013-03-31,2013-03-14,2013-03-14,ARV,Adult,SCMS from RDC,Generic,Tablet,30,4800,15984.0,3.33,0.11,Yes,19.77,9405.8,3082.0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-12-13,,2013-03-15,2013-03-01,2013-03-01,ARV,Adult,SCMS from RDC,Generic,Tablet,30,5009,69925.64,13.96,0.47,Yes,86.5,6637.16,467.0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,2013-01-30,,2013-04-30,2013-03-21,2013-03-21,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60,619,1423.7,2.3,0.04,No,1.76,1779.74,107.0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,2013-01-16,,2013-04-09,2013-03-14,2013-03-14,ARV,Adult,SCMS from RDC,Generic,Tablet,120,6160,152521.6,24.76,0.21,No,188.67,161712.87,16035.0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,2013-01-16,,2013-04-09,2013-03-14,2013-03-14,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,1716,3346.2,1.95,0.01,No,4.14,161712.87,16035.0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-12-13,,2013-03-09,2013-03-07,2013-03-07,ARV,Adult,SCMS from RDC,Generic,Tablet,30,5277,63904.47,12.11,0.4,Yes,79.05,8507.01,1366.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2013-01-16,,2013-04-30,2013-03-23,2013-03-23,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60,2599,11955.4,4.6,0.08,Yes,14.79,1800.0,120.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2013-01-28,,2013-04-03,2013-03-15,2013-03-15,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,238,440.3,1.85,0.01,Yes,0.54,2180.0,76.0
Others,PMO - US,From RDC,N/A - From RDC,Air,2013-01-28,,2013-04-18,2013-03-15,2013-03-15,ARV,Adult,SCMS from RDC,Generic,Tablet,60,182,2358.72,12.96,0.22,No,2.92,12862.56,1283.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-04-19,,2013-05-31,2013-04-29,2013-04-29,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60,5701,23659.15,4.15,0.07,Yes,33.17,2527.41,335.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2012-11-12,,2013-07-01,2013-04-16,2013-04-16,ARV,Adult,SCMS from RDC,Generic,Tablet,60,2890,5751.1,1.99,0.03,Yes,7.11,4120.69,168.0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,2013-01-16,,2013-04-23,2013-04-02,2013-04-02,ARV,Adult,SCMS from RDC,Generic,Tablet,30,22000,266420.0,12.11,0.4,Yes,329.56,25984.75,2435.0
