Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,,,2009-08-04,2009-08-04,2009-08-04,ARV,Adult,SCMS from RDC,Others,Tablet,30,149824,3932880.0,26.25,0.88,Yes,7708.44,7445.8,13037.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,,,2009-08-04,2009-08-04,2009-08-04,ARV,Adult,SCMS from RDC,Generic,Tablet,60,214,1874.64,8.76,0.15,Yes,3.67,1133.0,19.0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,,,2009-09-15,2009-09-15,2009-09-15,ARV,Adult,SCMS from RDC,Others,Tablet,30,1201,31526.25,26.25,0.88,Yes,61.79,2737.97,327.0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,,,2009-07-31,2009-07-31,2009-07-31,ARV,Pediatric,SCMS from RDC,Generic,Oral,200,400,560.0,1.4,0.01,Yes,1.1,6811.39,39.0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,,,2009-08-17,2009-08-17,2009-08-17,ARV,Adult,SCMS from RDC,Generic,Tablet,60,10406,264832.7,25.45,0.42,No,519.07,13518.56,10865.0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,,,2009-09-15,2009-09-15,2009-09-15,ARV,Adult,SCMS from RDC,Generic,Tablet,30,120000,960000.0,8.0,0.27,Yes,1881.6,8281.69,20144.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,,,2009-08-25,2009-08-25,2009-08-25,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,2917,5600.64,1.92,0.01,Yes,10.98,5233.52,1348.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,,,2009-08-25,2009-08-25,2009-08-25,ARV,Pediatric,SCMS from RDC,Generic,Capsule,100,3612,18060.0,5.0,0.05,No,35.4,5233.52,1348.0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,,,2009-08-21,2009-08-21,2009-08-21,ARV,Adult,SCMS from RDC,Generic,Tablet,60,2393,17038.16,7.12,0.12,Yes,33.39,2014.86,256.0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,,,2009-08-24,2009-08-24,2009-08-24,ARV,Adult,SCMS from RDC,Generic,Tablet,60,4564,13235.6,2.9,0.05,Yes,25.94,4999.48,847.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,,,2009-09-08,2009-09-08,2009-09-08,ARV,Adult,SCMS from RDC,Generic,Tablet,30,15000,102750.0,6.85,0.23,Yes,201.39,6037.19,1582.0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,,,2009-09-11,2009-09-11,2009-09-11,ARV,Adult,SCMS from RDC,Generic,Tablet,60,13000,113880.0,8.76,0.15,Yes,223.2,6575.7,1051.0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,,,2009-10-19,2009-10-19,2009-10-19,ARV,Adult,SCMS from RDC,Generic,Tablet,60,84282,252846.0,3.0,0.05,Yes,495.58,16339.98,13680.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,,,2009-09-16,2009-09-16,2009-09-16,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,5527,11606.7,2.1,0.01,Yes,22.75,11005.67,5317.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,,,2009-09-25,2009-09-25,2009-09-25,ARV,Adult,SCMS from RDC,Generic,Tablet,60,4400,10736.0,2.44,0.04,Yes,21.04,5678.7,640.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,,,2009-10-20,2009-10-20,2009-10-20,ARV,Adult,SCMS from RDC,Generic,Tablet,60,5060,57684.0,11.4,0.19,Yes,113.06,9341.49,570.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,,,2009-10-20,2009-10-20,2009-10-20,ARV,Adult,SCMS from RDC,Generic,Tablet,30,243,2855.25,11.75,0.39,Yes,5.6,9341.49,22.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,,,2009-10-07,2009-10-07,2009-10-07,ARV,Adult,SCMS from RDC,Generic,Tablet,60,9288,81362.88,8.76,0.15,Yes,159.47,1588.06,979.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,,,2009-11-07,2009-11-07,2009-11-07,ARV,Adult,SCMS from RDC,Generic,Tablet,60,16524,144750.24,8.76,0.15,Yes,283.71,4764.16,1488.0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,,,2009-10-12,2009-10-12,2009-10-12,ARV,Adult,SCMS from RDC,Generic,Tablet,60,350,3972.5,11.35,0.19,Yes,7.79,749.25,45.0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,,,2009-10-26,2009-10-26,2009-10-26,ARV,Adult,SCMS from RDC,Generic,Tablet,60,3752,95488.4,25.45,0.42,No,187.16,2217.5,1067.0
Others,PMO - US,From RDC,N/A - From RDC,Air,,,2009-10-20,2009-10-20,2009-10-20,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,100,1464.0,14.64,0.06,Yes,3.16,523.45,18.0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,,,2009-12-18,2009-12-18,2009-12-18,ARV,Adult,SCMS from RDC,Generic,Tablet,60,60840,693576.0,11.4,0.19,Yes,1495.35,33279.39,7663.0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,,,2009-10-29,2009-10-29,2009-10-29,ARV,Adult,SCMS from RDC,Generic,Tablet,60,31240,273662.4,8.76,0.15,Yes,590.02,4897.42,2832.0
Others,PMO - US,From RDC,N/A - From RDC,Air,,,2009-11-26,2009-11-26,2009-11-26,ARV,Adult,SCMS from RDC,Generic,Tablet,60,6661,19316.9,2.9,0.05,Yes,41.65,4702.02,778.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,,,2007-02-01,2007-02-01,2007-02-01,ARV,Adult,SCMS from RDC,Generic,Capsule,60,3287,7724.45,2.35,0.04,No,47.04,939.08,155.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,,,2007-02-22,2007-02-22,2007-02-22,ARV,Adult,SCMS from RDC,Others,Tablet,30,384,6528.0,17.0,0.57,No,47.04,2804.0,909.0
Others,PMO - US,From RDC,N/A - From RDC,Air,,,2007-03-08,2007-03-08,2007-03-08,HRDT,HIV,SCMS from RDC,Determine,Test kit,100,210,16800.0,80.0,0.8,Yes,47.04,6012.0,60.0
Zambia,PMO - US,From RDC,N/A - From RDC,,,,2007-05-03,2007-05-03,2007-05-03,HRDT,HIV,SCMS from RDC,Uni-Gold,Test kit,20,3500,112000.0,32.0,1.6,Yes,47.04,9437.24,1109.0
Nigeria,PMO - US,From RDC,N/A - From RDC,,,,2007-04-17,2007-04-17,2007-04-17,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,1200,2640.0,2.2,0.01,No,47.04,4251.0,988.0
Nigeria,PMO - US,From RDC,N/A - From RDC,,,,2007-04-17,2007-04-17,2007-04-17,ARV,Adult,SCMS from RDC,Generic,Tablet,120,2703,55411.5,20.5,0.17,Yes,47.04,2208.0,401.0
Haiti,PMO - US,From RDC,N/A - From RDC,,,,2007-05-11,2007-05-11,2007-05-11,HRDT,HIV,SCMS from RDC,Others,Test kit,100,10,4000.0,400.0,4.0,Yes,47.04,1027.0,24.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,,,2007-05-04,2007-05-04,2007-05-04,ARV,Adult,SCMS from RDC,Generic,Tablet,30,10000,162500.0,16.25,0.54,Yes,47.04,3026.0,910.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,,,2007-04-30,2007-04-30,2007-04-30,ARV,Adult,SCMS from RDC,Generic,Tablet,60,68,2995.4,44.05,0.73,No,47.04,1583.0,206.0
Others,PMO - US,From RDC,N/A - From RDC,,,,2007-06-07,2007-06-07,2007-06-07,HRDT,HIV,SCMS from RDC,Determine,Test kit,100,100,8000.0,80.0,0.8,Yes,47.04,944.67,32.0
Nigeria,PMO - US,From RDC,N/A - From RDC,,,,2007-04-30,2007-04-30,2007-04-30,HRDT,HIV,SCMS from RDC,Others,Test kit,20,5250,141750.0,27.0,1.35,Yes,47.04,8526.94,1699.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,,,2007-04-30,2007-04-30,2007-04-30,ARV,Adult,SCMS from RDC,Generic,Tablet,60,9000,67500.0,7.5,0.12,Yes,47.04,3205.0,992.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,,,2007-05-04,2007-05-04,2007-05-04,ARV,Adult,SCMS from RDC,Generic,Tablet,60,10000,102500.0,10.25,0.17,Yes,47.04,3142.0,963.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,,,2007-04-30,2007-04-30,2007-04-30,ARV,Adult,SCMS from RDC,Generic,Tablet,60,1000,7500.0,7.5,0.12,Yes,47.04,1458.0,104.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,,,2007-04-30,2007-04-30,2007-04-30,ARV,Adult,SCMS from RDC,Generic,Tablet,60,9000,67500.0,7.5,0.12,Yes,47.04,3155.0,969.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,,,,2007-06-12,2007-06-12,2007-06-12,ARV,Adult,SCMS from RDC,Generic,Tablet,60,534,5217.18,9.77,0.16,No,8.35,1013.24,153.0
Zambia,PMO - US,From RDC,N/A - From RDC,Air,,,2007-06-26,2007-06-26,2007-06-26,ARV,Pediatric,SCMS from RDC,Generic,Capsule,90,3436,58240.2,16.95,0.19,Yes,93.18,1848.37,395.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,,,2007-07-05,2007-07-05,2007-07-05,ARV,Adult,SCMS from RDC,Generic,Tablet,30,61468,999469.68,16.26,0.54,No,1599.15,15561.0,6634.0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,,,2007-07-06,2007-07-06,2007-07-06,ARV,Adult,SCMS from RDC,Generic,Tablet,30,28665,466092.9,16.26,0.54,Yes,47.04,6834.0,2515.0
Nigeria,PMO - US,From RDC,N/A - From RDC,,,,2007-06-26,2007-06-26,2007-06-26,ARV,Adult,SCMS from RDC,Generic,Tablet,60,1370,10549.0,7.7,0.13,Yes,47.04,1489.52,142.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,,,,2007-05-20,2007-05-20,2007-05-20,ARV,Adult,SCMS from RDC,Generic,Tablet,60,470,4591.9,9.77,0.16,No,47.04,1956.93,553.0
Others,PMO - US,From RDC,N/A - From RDC,Truck,,,2007-10-15,2007-10-15,2007-10-15,HRDT,HIV,SCMS from RDC,Uni-Gold,Test kit,20,150,4800.0,32.0,1.6,Yes,7.68,952.04,54.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,,,2007-08-17,2007-08-17,2007-08-17,ARV,Adult,SCMS from RDC,Generic,Tablet,30,6400,12800.0,2.0,0.07,Yes,20.48,5348.0,570.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,,,2007-08-17,2007-08-17,2007-08-17,ARV,Adult,SCMS from RDC,Generic,Tablet,30,1600,3200.0,2.0,0.07,No,5.12,5348.0,570.0
Tanzania,PMO - US,From RDC,N/A - From RDC,,,,2007-07-19,2007-07-19,2007-07-19,HRDT,HIV,SCMS from RDC,Others,Test kit,100,300,41700.0,139.0,1.39,Yes,66.72,2102.0,176.0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,,,2007-08-22,2007-08-22,2007-08-22,ARV,Adult,SCMS from RDC,Generic,Tablet,60,11807,42150.99,3.57,0.06,Yes,67.44,3267.0,1802.0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,,,2007-08-22,2007-08-22,2007-08-22,HRDT,HIV,SCMS from RDC,Uni-Gold,Test kit,20,100,3200.0,32.0,1.6,Yes,5.12,939.62,36.0
Zambia,PMO - US,From RDC,N/A - From RDC,,,,2007-08-07,2007-08-07,2007-08-07,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,500,8250.0,16.5,0.07,Yes,13.2,1105.9,178.0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,,,2007-07-30,2007-07-30,2007-07-30,ARV,Adult,SCMS from RDC,Generic,Tablet,60,10977,117234.36,10.68,0.18,Yes,187.57,3243.0,957.0
Zambia,PMO - US,From RDC,N/A - From RDC,,,,2007-07-09,2007-07-09,2007-07-09,ARV,Adult,SCMS from RDC,Others,Tablet,30,12000,315000.0,26.25,0.88,Yes,504.0,4407.26,1005.0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,,,2007-07-30,2007-07-30,2007-07-30,ARV,Adult,SCMS from RDC,Others,Tablet,120,1155,47470.5,41.1,0.34,Yes,75.95,1388.0,255.0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,,,2007-07-18,2007-07-18,2007-07-18,HRDT,HIV,SCMS from RDC,Others,Test kit,25,6356,127120.0,20.0,0.8,Yes,203.39,9538.74,1879.0
Zambia,PMO - US,From RDC,N/A - From RDC,,,,2007-07-27,2007-07-27,2007-07-27,HRDT,HIV,SCMS from RDC,Uni-Gold,Test kit,20,2453,78496.0,32.0,1.6,Yes,125.59,5234.8,821.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,,,2007-08-15,2007-08-15,2007-08-15,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,1306,28079.0,21.5,0.09,No,44.93,740.43,514.0
Tanzania,PMO - US,From RDC,N/A - From RDC,,,,2007-09-10,2007-09-10,2007-09-10,ARV,Adult,SCMS from RDC,Generic,Tablet,60,10000,106800.0,10.68,0.18,No,170.88,9689.0,3369.0
Tanzania,PMO - US,From RDC,N/A - From RDC,,,,2007-09-26,2007-09-26,2007-09-26,ARV,Adult,SCMS from RDC,Generic,Tablet,60,7661,274263.8,35.8,0.6,Yes,438.82,3901.78,750.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,,,2007-09-21,2007-09-21,2007-09-21,ARV,Adult,SCMS from RDC,Generic,Tablet,60,9838,172165.0,17.5,0.29,No,275.46,9869.55,9006.0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,,,2007-09-21,2007-09-21,2007-09-21,ARV,Pediatric,SCMS from RDC,Generic,Capsule,30,2414,8255.88,3.42,0.11,No,13.21,9869.55,9006.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,,,2007-08-24,2007-08-24,2007-08-24,ARV,Pediatric,SCMS from RDC,Others,Capsule,30,485,1682.95,3.47,0.12,Yes,2.69,1786.0,285.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,,,2007-08-24,2007-08-24,2007-08-24,ARV,Pediatric,SCMS from RDC,Others,Capsule,30,4515,15667.05,3.47,0.12,No,25.07,1786.0,285.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,,,2007-08-24,2007-08-24,2007-08-24,HRDT,HIV,SCMS from RDC,Determine,Test kit,100,1500,120000.0,80.0,0.8,Yes,192.0,1645.12,343.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,,,2007-08-28,2007-08-28,2007-08-28,ARV,Adult,SCMS from RDC,Generic,Tablet,60,125000,925000.0,7.4,0.12,Yes,1480.0,41772.09,12779.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,,,,2007-08-28,2007-08-28,2007-08-28,ARV,Adult,SCMS from RDC,Generic,Tablet,60,1629,5978.43,3.67,0.06,Yes,9.57,912.45,152.0
Zambia,PMO - US,From RDC,N/A - From RDC,Air,,,2007-08-29,2007-08-29,2007-08-29,ARV,Adult,SCMS from RDC,Generic,Capsule,60,1119,1958.25,1.75,0.03,Yes,3.13,5663.0,1581.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,,,2007-08-30,2007-08-30,2007-08-30,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,2523,4970.31,1.97,0.01,No,7.95,14656.0,5880.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,,,2007-08-30,2007-08-30,2007-08-30,ARV,Adult,SCMS from RDC,Generic,Tablet,60,7586,61825.9,8.15,0.14,No,98.92,14656.0,5880.0
Others,PMO - US,From RDC,N/A - From RDC,Air,,,2007-09-21,2007-09-21,2007-09-21,HRDT,HIV,SCMS from RDC,Determine,Test kit,100,170,13600.0,80.0,0.8,Yes,21.76,541.42,39.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,,,2007-08-31,2007-08-31,2007-08-31,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,2938,5640.96,1.92,0.01,No,9.03,4602.4,1468.0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,,,2007-09-20,2007-09-20,2007-09-20,ARV,Adult,SCMS from RDC,Generic,Tablet,30,1860,23101.2,12.42,0.41,Yes,36.96,13788.25,3951.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,,,2007-10-15,2007-10-15,2007-10-15,ARV,Adult,SCMS from RDC,Others,Capsule,336,1455,55813.8,38.36,0.11,No,89.3,13721.28,3023.0
Zambia,PMO - US,From RDC,N/A - From RDC,,,,2007-10-29,2007-10-29,2007-10-29,ARV,Adult,SCMS from RDC,Generic,Tablet,60,2489,68522.17,27.53,0.46,No,109.64,25739.49,6230.0
Zambia,PMO - US,From RDC,N/A - From RDC,,,,2007-10-29,2007-10-29,2007-10-29,ARV,Adult,SCMS from RDC,Generic,Tablet,60,60060,372372.0,6.2,0.1,No,595.8,25739.49,6230.0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,,,2007-12-04,2007-12-04,2007-12-04,HRDT,HIV,SCMS from RDC,Others,Test kit,25,9200,184000.0,20.0,0.8,Yes,294.4,13606.4,3327.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,,,2007-11-22,2007-11-22,2007-11-22,ARV,Pediatric,SCMS from RDC,Generic,Oral,240,6777,14570.55,2.15,0.01,Yes,23.31,23907.05,2510.0
Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,,,2007-12-14,2007-12-14,2007-12-14,ARV,Adult,SCMS from RDC,Others,Tablet,30,2989,50813.0,17.0,0.57,Yes,81.3,2056.98,186.0
Zambia,PMO - US,From RDC,N/A - From RDC,Air,,,2007-11-13,2007-11-13,2007-11-13,ARV,Adult,SCMS from RDC,Others,Tablet,120,12240,503064.0,41.1,0.34,Yes,804.9,9008.48,2678.0
